Product Name	Associated Patent(s)	Table Number
CK65 Handheld Computer Accessories	11010575; 10958863; 10949634; 10885291; 10868958; 10791213; 10789435; 10755154; 10735684; 10728445; 10721429; 10691907; 10509931; 10372954; 10331929; 10306051; 10296770; 10204252; 10185906; 10171767; 10097681; 10043042; 10002272; 9996720; 9990520; 9818013; 9785815; 9785811; 9715614; 9672398; 9665757; 9659200; 9659199; 9652650; 9578269; 9576169; 9576158; 9558386; 9489555; 9477856; 9465970; 9454686; 9438867; 9418270; 9400906; 9367722; 9355288; 9323969; 9305199; 9298964; 9280693; 9277668; 9250712; 9235737; 9208367; 9158952; 9104930; 9092682; 9092654; 9064168; 9064167; 9058527; 8985461; 8978985; 8915444; 8844822; 8794526; 8763909; 8752766; 8733660; 8720785; 8720784; 8720781; 8636212; 8628015; 8622303; 8596542; 8561903; 8517271; 8479992; 8387881; 8373108; 8366005; 8317105; 8297511; 8292183; 8196839; 8157175; 8157174; 8146820; 8132731; 8127992; 8104686; 8100331; 8087588; 8052057; 8011585; 8002188; 7997489; 7988053; 7980471; 7967209; 7950583; 7922089; 7918398; 7909257; 7900839; 7878406; 7874485; 7861936; 7854384; 7845563; 7845561; 7845559; 7841533; 7815121; 7780089; 7770799; 7735737; 7712666; 7699227; 7690572; 7686226; 7681799; 7654461; 7637433; 7637432; 7637430; 7624926; 7611064; 7611060; 7607581; 7604175; 7575167; 7568628; 7546951; 7543752; 7540425; 7527206; 7503498; 7494063; 7490778; 7490774; 7487917; 7484666; 7469835; 7464877; 7428998; 7407109; 7383997; 7360706; 7357325; 7331523; 7320431; 7299986; 7293714; 7284705; 7281661; 7278575; 7270272; 7267282; 7237722; 7225989; 7225988; 7216810; 7213762; 7185817; 7178733; 7128266; 7090132	1
CK65 Universal Dock Cup	11010575; 10868958; 10735684; 10721429; 10002272	1
CK70	11763112; 11734531; 10756900; 10573333; 10306051; 9974080; 9554384; 9386133; 9123479; 9104930; 8916789; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 8014354; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749	1
CK71	11763112; 11734531; 10756900; 10573333; 10306051; 9974080; 9554384; 9386133; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 8014354; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749	1
CK75 Handheld Computer	11763112; 11734531; 10756900; 10721429; 10573333; 10306051; 9659199; 9465970; 9386133; 9123479; 8978985; 8916789; 8794520; 8014354; 7527206	1
cL (Compact Light)	10956858	1
Clarity Multiple-Use Earplug	8479744	1
Class II Patriot Harness System	9101789	1
Class II Spider Harness System	9101789	1
Cloud Link 4G Modem	11076356; 10289182; 10194009; 9948337; 9848388	1
CM Series 2D Imager Modules	11373051; 10956695; 10635871	1
CM3680SR-BW0	11373051; 10956695; 10635871	1
CN100	10855462; 10749692; 10587421	1
CN2B	11763112; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749	1
CN2BB	11763112; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749	1
CN2xx	11763112; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749	1
CN3	11763112; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 8014354; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749	1
CN3A	11763112; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749	1
CN3B	11763112; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749	1
CN3C	11763112; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749	1
CN3E	11763112; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749	1
CN3F	11763112; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749	1
CN3G	11763112; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749	1
CN3x	11763112; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749	1
CN4	11763112; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 8014354; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749	1
CN4A	11763112; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749	1
CN4E	11763112; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749	1
CN4H	11763112; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749	1
CN4N	11763112; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749	1
CN50	11763112; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749	1
CN50A	11763112; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749	1
CN50B	11763112; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749	1
CN50X	11763112; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749	1
CN51	11763112; 10756900; 10573333; 10306051; 9974080; 9554384; 9386133; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 8014354; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749; 7121467; 7027037; 6859190	1
CN51A	11763112; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 8014354; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749; 7121467; 7027037; 6859190	1
CN70	11763112; 10756900; 10573333; 10306051; 9974080; 9554384; 9386133; 9224025; 9104930; 8915444; 8914788; 8851383; 8791795; 8760311; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 8014354; 7997489; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7447251; 7416125; 7296749; 7090132	1
CN70e	11763112; 10756900; 10573333; 10306051; 9974080; 9554384; 9386133; 9104930; 8915444; 8914788; 8791795; 8760311; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749	1
CN75	11763112; 10756900; 10573333; 10306051; 9386133; 8851383; 8014354	1
CN75e	11763112; 10756900; 10573333; 10306051; 9386133	1
CN80 Handheld Computer	11763112; 11637745; 11428744; 10976891; 10957660; 10867141; 10756900; 10732226; 10721429; 10602339; 10573333; 10306051; 10272784; 10120675; 10097681; 10055627; 10049075; 9924006; 9898737; 9892876; 9844158; 9830488; 9818013; 9740905; 9723215; 9721164; 9705246; 9672398; 9659203; 9659199; 9642184; 9554384; 9536081; 9519814; 9507976; 9497092; 9465970; 9423318; 9411386; 9386133; 9384378; 9313377; 9277109; 9250712; 9195868; 9148474; 9104930; 9092686; 9092683; 9053380; 9047359; 8988578; 8985461; 8978985; 8880426; 8851383; 8794520; 8781520; 8638806; 8599271; 8596542; 8587595; 8583924; 8582589; 8534541; 8528821; 8520080; 8479992; 8462498; 8333323; 8317105; 8297511; 8296754; 8292180; 8282005; 8281993; 8256680; 8162218; 8104686; 8064924; 8004835; 7946493; 7918397; 7874485; 7748632; 7735731; 7706140; 7637430; 7600687; 7578628; 7568628; 7552863; 7527206; 7446753; 7416125; 7331523	1
CN80G	10621634; 10592536; 10559545; 10504111; 10484847; 10440513; 10401436; 10395116; 10394316; 10372956; 10372954; 10345383; 10341468; 10317474; 10313340; 10306051; 10231212; 10178622; 10136715; 10136259; 10097681; 10055627; 9924006; 9892876; 9844158; 9830488; 9818013; 9740905; 9723215; 9705246; 9672398; 9659203; 9642184; 9626544; 9554384; 9536081; 9519814; 9507976; 9438867; 9423318; 9411386; 9384378; 9313377; 9286496; 9277109; 9274812; 9250712; 9148474; 9104930; 9092686; 9092683; 9053380; 9047359; 8988578; 8985461; 8915444; 8914788; 8881987; 8880426; 8851383; 8791795; 8781520; 8638806; 8596542; 8587595; 8583924; 8582589; 8534541; 8528821; 8520080; 8496181; 8479992; 8462498; 8333323; 8317105; 8296754; 8282005; 8281993; 8256680; 8162218; 8104686; 8064924; 8004835; 7946493; 7934660; 7918397; 7883013; 7780089; 7770799; 7748632; 7735731; 7706140; 7699227; 7600687; 7578628; 7568628; 7446753; 7416125	1
CN85	11763112; 11637745; 11428744; 10976891; 10957660; 10732226; 10721429; 10120675; 9723215; 9497092; 9418270; 9313377; 9104930; 8915444; 8646692; 8511572; 8479992; 7770799; 7699227; 7568628; 7552863; 7546951; 7527206; 7416125	1
CNI4 Pulse Accumulator and 210/220 Pulse Transmitter	10078326; 10021064	1
Collaboration Station	9152138	1
Color Sensor	7688447; 7573575	1
Communication Interface Unit (CIU888)	10234353; 10007258; 9624031	1
Connected Freight	11138547; 10693680; 10318771	1
Connected Retail Solution	10552786; 10120657; 9697818; 9600135	1
Connected Worker	11380174; 11244264; 11157869; 11014123; 10909490; 10810530; 10262660; 9846727; 9642184; 8233924	1
Connexo NetSense	7142106	1
ConneXt Loneworker	10401340; 9459235	1
ConneXt Plus	10401340; 9459235	1
ConneXt Pro	10401340; 10089849; 9683977; 9459235	1
Control Firewall (CF9)	7593409	1
Control Performance Monitor	7787978	1
ControlEdge HC900	11487260; 10825263; 10503491; 10365643; 9882893; 9176919	1
ControlEdge HC900 ControllerRedundancy	11003631	1
ControlEdge PLC	10855462; 10761509; 10749692; 10587421; 10401815; 10219134	1
ControlEdge RTU	10855462; 10749692; 10587421	1
ControlEdge™ RTU	10687389; 10637841; 10572436; 10277719; 10268611; 10230540; 10002091; 9973447; 9875207; 9874928; 9872411; 9858805; 9836426	1
ControlEdge™ Unit Operations Controller	11221606; 10635092	1
CoreShield Microfoam Nitrile Coating	11427938; 11421351	1
Counterweight System	9206618	1
Crepe sensor	9189864; 7545971	1
Cross Direction (CD)	10095206; 9511969; 8862249; 8600525; 8224476; 7846299; 7689296; 7650195; 7608169; 7577483; 7496413; 7454253; 6807510	1
CS40	11763112; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749	1
CSCA-A Series	8638092	1
CT30 XP accessories	10897150; 10749300; 10726222; 10357100; 10136715; 9879823; 9678536; 9250652; 8763909; 7839625; 7775438; 7748632; 7673804	1
CT30 XP Handheld Computer	10972480; 11717076; 10958863; 10791213; 10650631; 10612958; 10504111; 10440513; 10402615; 10401436; 10394316; 10372954; 10372952; 10345383; 10317474; 10272784; 10075997; 9996720; 9974080; 9844158; 9672398; 9659203; 9659199; 9578269; 9386133; 9250712; 8583924; 8462498; 8203124; 7950583	1
CT40 Docking Station	9386133; 9148474; 7117374	1
CT40 Handheld Computer	11763112; 11637745; 11428744; 10976891; 10957660; 10867141; 10756900; 10732226; 10721429; 10602339; 10573333; 10306051; 10272784; 10120675; 10075997; 9930050; 9924006; 9891257; 9844158; 9775190; 9723215; 9672398; 9659203; 9659199; 9519814; 9497092; 9485802; 9465970; 9386133; 9384378; 9383848; 9313377; 9250712; 9231644; 9092686; 8978985; 8919654; 8794520; 8708236; 8596542; 8587595; 8583924; 8141784; 8065443; 7600687; 7580395; 7568628; 7552863; 7546951; 7527206	1
CT40 XP Handheld Computer	10650631; 10635871; 10612958; 10602339; 10504111; 10484847; 10440513; 10402615; 10401436; 10394316; 10372954; 10372952; 10345383; 10272784; 9723215; 9497092; 9313377; 8794526; 8203124; 7883013; 7552863	1
CT45 Handheld Computer	11637745; 10976891; 10958863; 10791213; 10735684; 10721429; 10698016; 10357100; 10313340; 10306051; 10272784; 10242017; 10171767; 10140487; 10120675; 10097681; 10075997; 9974080; 9959495; 9935946; 9930050; 9924006; 9891257; 9861182; 9844158; 9775190; 9727083; 9723215; 9721132; 9672398; 9659203; 9659199; 9578269; 9576169; 9554384; 9519814; 9497092; 9485802; 9465970; 9418270; 9400906; 9386133; 9384378; 9383848; 9313377; 9305199; 9250712; 9231644; 9092686; 8978985; 8919654; 8794520; 8763909; 8733660; 8720783; 8708236; 8635309; 8596542; 8587595; 8583924; 8474719; 8342408; 8297511; 8141784; 8104686; 8065443; 8002187; 7950583; 7909257; 7874485; 7854384; 7845563; 7775438; 7748632; 7735737; 7712666; 7699227; 7681799; 7654461; 7637433; 7637432; 7637430; 7624926; 7611064; 7607581; 7600687; 7580395; 7575167; 7568628; 7552863; 7546951; 7543752; 7540425; 7527206; 7494063; 7487917; 7484666; 7446753; 7331523; 7219841; 7210633	1
CT45 XP Handheld Computer	11637745; 10976891; 10958863; 10791213; 10735684; 10721429; 10698016; 10357100; 10313340; 10306051; 10272784; 10242017; 10171767; 10140487; 10120675; 10097681; 10075997; 9974080; 9959495; 9935946; 9930050; 9924006; 9891257; 9861182; 9844158; 9775190; 9727083; 9723215; 9721132; 9672398; 9659203; 9659199; 9578269; 9576169; 9554384; 9519814; 9497092; 9485802; 9465970; 9418270; 9400906; 9386133; 9384378; 9383848; 9313377; 9305199; 9250712; 9231644; 9092686; 8978985; 8919654; 8794520; 8763909; 8733660; 8720783; 8708236; 8635309; 8596542; 8587595; 8583924; 8474719; 8342408; 8297511; 8141784; 8104686; 8065443; 8002187; 7950583; 7909257; 7874485; 7854384; 7845563; 7775438; 7748632; 7735737; 7712666; 7699227; 7681799; 7654461; 7637433; 7637432; 7637430; 7624926; 7611064; 7607581; 7600687; 7580395; 7575167; 7568628; 7552863; 7546951; 7543752; 7540425; 7527206; 7494063; 7487917; 7484666; 7446753; 7331523; 7219841; 7210633	1
CT47 Handheld Computer	11637745; 10976891; 10972480; 10958863; 10791213; 10735684; 10721429; 10698016; 10306051; 10272784; 10242017; 10171767; 10120675; 10097681; 10075997; 9974080; 9959495; 9930050; 9924006; 9891257; 9844158; 9775190; 9723215; 9672398; 9659203; 9659199; 9578269; 9576169; 9554384; 9519814; 9497092; 9485802; 9465970; 9418270; 9400906; 9386133; 9384378; 9383848; 9313377; 9305199; 9250712; 9231644; 9092686; 8978985; 8919654; 8794520; 8757495; 8733660; 8720783; 8708236; 8635309; 8587595; 8583924; 8474719; 8342408; 8297511; 8141784; 8104686; 8065443; 8002187; 7950583; 7909257; 7874485; 7854384; 7845563; 7735737; 7712666; 7699227; 7681799; 7654461; 7637433; 7637432; 7637430; 7624926; 7611064; 7607581; 7600687; 7580395; 7575167; 7568628; 7552863; 7546951; 7543752; 7540425; 7527206; 7494063; 7487917; 7484666; 7219841; 7210633	1
CT50 Handheld Computer	11763112; 10956033; 10867141; 10756900; 10721429; 10573333; 10306051; 10178622; 10075997; 9974080; 9936278; 9930620; 9924006; 9775190; 9762793; 9659199; 9615331; 9554384; 9485802; 9465970; 9386133; 9357494; 9231644; 9119155; 9104930; 8978985; 8919654; 8915444; 8914788; 8794520; 8791795; 8708236; 8596542; 8588869; 8479992; 8317105; 8296754; 8281993; 8162218; 8141784; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7568628; 7527206; 7416125; 7296749	1
CT60 Handheld Computer	11763112; 11637745; 11428744; 10976891; 10958863; 10957660; 10956033; 10949634; 10867141; 10859375; 10775165; 10756900; 10735684; 10732226; 10721429; 10691907; 10602339; 10573333; 10559545; 10402956; 10306051; 10272784; 10171767; 10134120; 10127423; 10121039; 10120675; 10097681; 10075997; 10002272; 9930050; 9924006; 9892876; 9844158; 9785811; 9779276; 9775190; 9723215; 9672398; 9659199; 9578269; 9576169; 9554384; 9519814; 9497092; 9485802; 9465970; 9438867; 9418270; 9386133; 9384378; 9355288; 9313377; 9305199; 9250712; 9231644; 9104930; 9092686; 9092654; 9058527; 9058526; 9047359; 8978985; 8919654; 8914788; 8844822; 8794520; 8733660; 8720785; 8720784; 8720781; 8708236; 8638806; 8596542; 8583924; 8556177; 8517271; 8479992; 8366005; 8317105; 8281993; 8179859; 8162218; 8157175; 8157174; 8141784; 8132731; 8100331; 8087588; 8065443; 8052057; 8011585; 8002188; 7997489; 7988053; 7980471; 7967209; 7950583; 7946493; 7934660; 7922089; 7900839; 7883013; 7861936; 7854384; 7845563; 7845561; 7845559; 7841533; 7815121; 7780089; 7770799; 7735737; 7717342; 7712666; 7699227; 7681799; 7654461; 7637433; 7637432; 7611064; 7607581; 7604175; 7600687; 7580395; 7575167; 7568628; 7564799; 7552863; 7546951; 7543752; 7540425; 7527206; 7503498; 7494063; 7490778; 7490774; 7487917; 7484666; 7469835; 7464877; 7428998; 7416125; 7407109; 7383997; 7360706; 7357325; 7320431; 7299986; 7293714; 7284705; 7281661; 7278575; 7270272; 7267282; 7237722; 7225989; 7225988; 7216810; 7213762; 7210633; 7185817; 7178733; 7128266; 7034659	1
CT60 XP Handheld Computer	10602339; 10484847; 10410029; 10401436; 10372956; 10372954; 10272784; 10127423; 10097681; 10075997; 9930050; 9924006; 9892876; 9844158; 9723215; 9672398; 9519814; 9497092; 9485802; 9418270; 9313377; 9250712; 9231644; 8919654; 8708236; 8638806; 8596542; 8583924; 8141784; 8065443; 7600687; 7580395; 7568628; 7564799; 7552863; 7546951; 7527206; 7210633; 7034659	1
Custom Algorithm Block (CAB)	8286154; 8245239; 8112745; 7962707; 7827373; 7552439	1
CV30	9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 8014354; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749; 7034659; 7027037; 6944446	1
CV60	9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749; 7034659; 7027037; 6944446	1
CV61	9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 8064924; 8014354; 8002173; 7946493; 7934660; 7895267; 7888913; 7770799; 7761864; 7699227; 7669201; 7600687; 7590425; 7580395; 7564799; 7451441; 7416125; 7325741; 7210633; 7159764; 6944446; 6879428	1
CW45	11637745; 10976891; 10272784; 10120675; 9723215; 9497092; 9313377; 7552863	1
CW45 Accessory	10897940; 10897150; 10872214	1
DEX Wireless Adapter	11763112; 10756900; 10573333; 10306051; 9386133; 8462498; 7775438; 7748632	1
Digital Disposable Pressure Sensor	11156522; 10215655; 8371176; 8322225	1
Digital Prime	10955833; 10310467	1
Distributed Server Architecture (DSA)	8983630	1
Dolphin 6000	11763112; 10721429; 9974080; 9697404; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8528821; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7367514; 7296749	1
Dolphin 60s	11763112; 10756900; 10721429; 10573333; 10306051; 9974080; 9659199; 9554384; 9465970; 9386133; 9104930; 9036054; 8978985; 8915444; 8914788; 8794520; 8791795; 8760563; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7527206; 7416125; 7296749	1
Dolphin 6100	11763112; 10721429; 10296770; 9990520; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8628015; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7852519; 7770799; 7699227; 7600687; 7416125; 7296749	1
Dolphin 6110	11763112; 10756900; 10721429; 10573333; 10306051; 9974080; 9659199; 9554384; 9465970; 9386133; 9104930; 8978985; 8915444; 8914788; 8794520; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7527206; 7416125; 7296749	1
Dolphin 6500	11763112; 10721429; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7568628; 7416125; 7296749	1
Dolphin 6510	11763112; 10756900; 10721429; 10573333; 10306051; 9386133	1
Dolphin 65m	11763112	1
Dolphin 70e	11763112; 10756900; 10721429; 10573333; 10306051; 10136715; 10019594; 9974080; 9930620; 9879823; 9743731; 9615331; 9612618; 9554384; 9386133; 9357494; 9158340; 9119155; 9104930; 9036054; 8915444; 8914788; 8791795; 8760563; 8596542; 8588869; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7416125; 7296749	1
Dolphin 7100	11763112	1
Dolphin 7200	11763112	1
Dolphin 7300	11763112; 10721429; 6947612	1
Dolphin 7400	11763112; 10721429; 6947612	1
Dolphin 7450	11763112; 10721429; 6947612	1
Dolphin 75e	11763112; 10756900; 10721429; 10573333; 10306051; 10178622; 10136715; 9974080; 9930620; 9879823; 9743731; 9659199; 9615331; 9612618; 9554384; 9465970; 9386133; 9357494; 9158340; 9119155; 9104930; 9036054; 8978985; 8915444; 8914788; 8794520; 8791795; 8760563; 8596542; 8588869; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7527206; 7416125; 7296749	1
Dolphin 7600	11763112; 10721429; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7882597; 7770799; 7699227; 7600687; 7568628; 7416125; 7296749	1
Dolphin 7800	11763112; 10721429; 9974080; 9930620; 9697404; 9659199; 9615331; 9554384; 9465970; 9357494; 9119155; 9104930; 9036054; 8978985; 8915444; 8914788; 8794520; 8791795; 8760563; 8596542; 8588869; 8528821; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7568628; 7527206; 7416125; 7367514; 7296749	1
